featurePair,variable,median,HPD_l,HPD_u
NA-ND,e4,0.26355763287375245,0.2034390930968066,0.3240181612132419
NA-NNum,r_2_1,1.2847777104509386,0.22806298428038363,3.361332926800478
NA-NNum,r_3_1,3.2994468096981633,1.1517711521792056,6.667217876986092
NA-NNum,r_4_1,1.2728483295990367,0.3671243692912029,2.637671724331119
NA-NNum,r_1_2,0.26340932456986077,0.03215500907703415,0.708293182519055
NA-NNum,r_3_2,0.1965909323754125,0.01640127771979685,0.5304578045233818
NA-NNum,r_4_2,0.761331594548327,0.2543030084773928,1.5671087303508835
NA-NNum,r_1_3,1.3766520665593673,0.36195297427613404,3.345163769878684
NA-NNum,r_2_3,0.3785638820909285,0.040479135874756406,1.2133656573041613
NA-NNum,r_4_3,1.6442898313726608,0.630839962350579,3.255931672488505
NA-NNum,r_1_4,1.5983519712717547,0.30480914860239294,3.8336641199133172
NA-NNum,r_2_4,2.859307936797242,0.6106815258673565,5.868079016093413
NA-NNum,r_3_4,2.84663629263387,0.700367036882761,6.2790146043533985
NA-NNum,e1,0.35206722393867723,0.285508383678355,0.42955766927721517
NA-NNum,e2,0.09104383007864572,0.05378790372091035,0.1344883414104025
NA-NNum,e3,0.17962380770750525,0.12404914874609813,0.23654984748578511
NA-NNum,e4,0.37275035503043125,0.299753819880578,0.44648748424926743
NA-NRc,r_2_1,1.0818110194934039,0.2040246780891087,2.664465165421146
NA-NRc,r_3_1,2.8816876107437785,1.1284959521823135,5.698418088678192
NA-NRc,r_4_1,0.4328450408729884,0.027288710490103202,1.3649110081550235
NA-NRc,r_1_2,0.557988749427984,0.0797885527217696,1.5026320414917334
NA-NRc,r_3_2,0.7074624271343393,0.1909699535815442,1.6285123361757095
NA-NRc,r_4_2,3.209756153559514,0.8372701017150412,7.1475514953571455
NA-NRc,r_1_3,6.039458439213248,2.4505789650213234,12.272508009448703
NA-NRc,r_2_3,1.0429804869705008,0.0780756507547173,2.8769316586497258
NA-NRc,r_4_3,1.0105881628124602,0.05792185349526193,2.899557160217587
NA-NRc,r_1_4,0.2754733259660468,0.026425474746854187,0.8511913696682352
NA-NRc,r_2_4,0.8685998957040885,0.16169163036507844,2.1478513219248634
NA-NRc,r_3_4,0.24420617690378196,0.04242103744498631,0.5955952402481959
NA-NRc,e1,0.22925226424728226,0.16292195890653274,0.29474355269173574
NA-NRc,e2,0.23018113776531657,0.16800419603483266,0.31079138238710957
NA-NRc,e3,0.453073745605675,0.3661700765947575,0.5311408079158566
NA-NRc,e4,0.08249823429104866,0.04271242223922579,0.1311853437740365
ND-NNum,r_2_1,1.0014092374152543,0.2153179067059686,2.243307832818949
ND-NNum,r_3_1,2.6990444632476844,0.94180596176534,5.357674906304333
ND-NNum,r_4_1,1.032262441455838,0.3583473543571276,2.1661429528229275
ND-NNum,r_1_2,0.4258779392547656,0.07421098766060172,1.0991636639642375
ND-NNum,r_3_2,0.5602662574823398,0.06666866878308227,1.472828407250357
ND-NNum,r_4_2,2.7010364195766696,1.016684428097718,5.237496937573061
ND-NNum,r_1_3,0.49612363277558147,0.09612239432938346,1.1156602783080376
ND-NNum,r_2_3,0.18108976713907982,0.02601106651297297,0.5402519666312217
ND-NNum,r_4_3,1.118593079235705,0.41352873953256436,2.354846821766486
ND-NNum,r_1_4,0.6266728747336499,0.12376900822947834,1.486533528116982
ND-NNum,r_2_4,3.6014392902978116,1.536958320277048,7.07345741502716
ND-NNum,r_3_4,1.8530073042188127,0.5847946290185889,4.218208187348454
ND-NNum,e1,0.45626282584223044,0.38195795169680247,0.5281372180461675
ND-NNum,e2,0.19331108521595358,0.14058649158948067,0.24713432446914865
ND-NNum,e3,0.10431122494525732,0.06657362581819587,0.14910281862361635
ND-NNum,e4,0.24273817378119186,0.18601734724945368,0.30159021599682145
ND-NRc,r_2_1,0.7143492775366667,0.07854938228415421,2.0775348314046505
ND-NRc,r_3_1,5.092159523979168,1.7295910967521184,9.588130146630787
ND-NRc,r_4_1,0.8056364648867749,0.06010147717358047,3.282879388786824
ND-NRc,r_1_2,1.6059408260744497,0.18310729629337053,3.56093638109033
ND-NRc,r_3_2,0.9059833708254228,0.15583467089777575,2.063375541835562
ND-NRc,r_4_2,1.193265266210886,0.09275190396156781,4.081736964568322
ND-NRc,r_1_3,3.2924944975431605,0.8004114771332318,6.92726832406529
ND-NRc,r_2_3,2.061460417523519,0.15793012291919656,5.12317685422667
ND-NRc,r_4_3,1.4211552767537272,0.06546482518407781,4.738865078149202
ND-NRc,r_1_4,0.17254298729527098,0.024938707113893135,0.4508211083527859
ND-NRc,r_2_4,1.1639553971575918,0.31856531934610927,2.6225041892381746
ND-NRc,r_3_4,0.17451733628388855,0.02373919842328305,0.44377432103050973
ND-NRc,e1,0.352139425078689,0.27157979496850515,0.4318003037145273
ND-NRc,e2,0.23768739387106308,0.17607770030827227,0.3179961092982482
ND-NRc,e3,0.3049836358660253,0.23207895144437418,0.37727715927273525
ND-NRc,e4,0.09775438116382469,0.05421221849638409,0.14638067627591653
NNum-NRc,r_2_1,1.2821871728345466,0.1198756792771469,3.479017749851935
NNum-NRc,r_3_1,4.555919061219974,1.9764653529971203,8.684620934188157
NNum-NRc,r_4_1,0.4329652266359101,0.03580272062845613,1.4483430509314847
NNum-NRc,r_1_2,1.866760654840335,0.5098298877099102,3.918530064277369
NNum-NRc,r_3_2,0.48344973938904406,0.06468853051305667,1.2695718426898885
NNum-NRc,r_4_2,2.4698585745475343,0.6666147830673239,5.521772354474198
NNum-NRc,r_1_3,4.282562223452592,1.6667374716161973,9.159230381858022
NNum-NRc,r_2_3,1.5138215026205106,0.055051767915089825,3.9220866351195904
NNum-NRc,r_4_3,1.0930606158352998,0.12491179892170041,2.9423633103621967
NNum-NRc,r_1_4,0.2265894216828176,0.025646955977805416,0.6385798833325322
NNum-NRc,r_2_4,0.5370921091937034,0.06163186320953457,1.4014531925781968
NNum-NRc,r_3_4,0.31367702189842583,0.03781807032812661,0.7577309350381923
NNum-NRc,e1,0.30352844337206286,0.22948657288208568,0.3849399899659767
NNum-NRc,e2,0.2664177881574286,0.19071989386022056,0.34636250086661535
NNum-NRc,e3,0.3420810445897947,0.2710246608564369,0.42532587989656057
NNum-NRc,e4,0.08145035598627307,0.04113730569589658,0.12733259947878794
